#chr_A	pos_A	chr_B	pos_B
chrX	9495772	chrX	16559439
chrX	9652634	chrX	9653408
chrX	9685241	chrX	10078013
chrX	9746443	chrX	10113586
chrX	9747005	chrX	10113681
chrX	9754539	chrX	9995345
chrX	9787720	chrX	9787908
chrX	9867214	chrX	10166097
chrX	10088828	chrX	10133800
chrX	10092917	chrX	10105804
chrX	10193806	chrX	10196209
chrX	10242970	chrX	10468345
chrX	10266110	chrX	10464580
chrX	10298702	chrX	10330086
chrX	10334231	chrX	10340929
chrX	10337949	chrX	10343882
chrX	10357499	chrX	10358819
chrX	10490242	chrX	11342158
chrX	10519522	chrX	11544076
chrX	10537776	chrX	11682918
chrX	10570457	chrX	11643681
chrX	10605700	chrX	10639500
chrX	10610053	chrX	11486987
chrX	10618188	chrX	11017096
chrX	10648294	chrX	10648510
chrX	10687293	chrX	11458088
chrX	10731231	chrX	11526205
chrX	10755528	chrX	10768015
chrX	10767717	chrX	10878862
chrX	10781351	chrX	10941709
chrX	10781351	chrX	10941709
chrX	10791974	chrX	10794327
chrX	10888267	chrX	10891835
chrX	10972675	chrX	11513392
chrX	10984306	chrX	10986434
chrX	11002486	chrX	11021331
chrX	11010470	chrX	11399585
chrX	11067096	chrX	12024294
chrX	11073280	chrX	11078443
chrX	11107623	chrX	11168140
chrX	11119472	chrX	11198553
chrX	11120446	chrX	11132102
chrX	11171825	chrX	11195674
chrX	11199302	chrX	11200559
chrX	11255127	chrX	11255603
chrX	11336119	chrX	11342335
chrX	11349696	chrX	11356521
chrX	11376722	chrX	11383919
chrX	11596306	chrX	11599812
chrX	11658042	chrX	12001043
chrX	11683241	chrX	11696912
chrX	11778916	chrX	11923544
chrX	11779267	chrX	11923078
chrX	11790881	chrX	11909705
chrX	11877974	chrX	11884073
chrX	11881721	chrX	11897837
chrX	11942439	chrX	12454987
chrX	11944183	chrX	12313987
chrX	11951672	chrX	12161044
chrX	11962017	chrX	12459405
chrX	12024829	chrX	12379021
chrX	12069129	chrX	12352548
chrX	12071512	chrX	12359521
chrX	12091423	chrX	12103673
chrX	12109066	chrX	13025843
chrX	12116891	chrX	12129246
chrX	12130831	chrX	13030301
chrX	12145643	chrX	12240387
chrX	12147871	chrX	12252071
chrX	12178327	chrX	12181057
chrX	12211969	chrX	12295345
chrX	12239612	chrX	12318014
chrX	12265486	chrX	12396804
chrX	12265874	chrX	12433783
chrX	12283241	chrX	12425507
chrX	12299785	chrX	12701891
chrX	12315654	chrX	12431336
chrX	12361824	chrX	12369818
chrX	12361824	chrX	12369818
chrX	12380244	chrX	12465251
chrX	12527764	chrX	12550125
chrX	12623411	chrX	73712110
chrX	12677145	chrX	12739719
chrX	12681667	chrX	12857350
chrX	12719566	chrX	12912056
chrX	12723778	chrX	12859868
chrX	12723904	chrX	12750023
chrX	12724435	chrX	12724724
chrX	12745864	chrX	12751536
chrX	12781674	chrX	12987672
chrX	12782968	chrX	13426858
chrX	12786044	chrX	13091940
chrX	12786044	chrX	13091940
chrX	12798429	chrX	13073684
chrX	12799731	chrX	13224990
chrX	12801139	chrX	13113380
chrX	12803054	chrX	13138588
chrX	12803054	chrX	13138588
chrX	12821281	chrX	13058424
chrX	12827092	chrX	12855072
chrX	12830300	chrX	12908562
chrX	12831448	chrX	12903464
chrX	12840360	chrX	12856129
chrX	12860791	chrX	12876540
chrX	12867399	chrX	12911722
chrX	12949123	chrX	12978356
chrX	12956476	chrX	12976987
chrX	12959897	chrX	12965971
chrX	12998375	chrX	13163596
chrX	12999788	chrX	13010123
chrX	13033705	chrX	19776933
chrX	13039525	chrX	13283829
chrX	13041057	chrX	37083580
chrX	13059613	chrX	13067570
chrX	13075475	chrX	13201187
chrX	13080796	chrX	13100906
chrX	13087627	chrX	13113684
chrX	13104215	chrX	13138054
chrX	13108461	chrX	13170217
chrX	13124534	chrX	72352802
chrX	13124534	chrX	72352802
chrX	13145127	chrX	13148013
chrX	13209208	chrX	13276891
chrX	13232163	chrX	13299908
chrX	13232163	chrX	13299908
chrX	13278195	chrX	13654479
chrX	13282467	chrX	13656981
chrX	13310092	chrX	13311906
chrX	13310092	chrX	13311906
chrX	13418085	chrX	13425126
chrX	13422894	chrX	13508425
chrX	13427110	chrX	13511243
chrX	13481248	chrX	13491437
chrX	13482542	chrX	73359328
chrX	13500112	chrX	13555877
chrX	13524852	chrX	13556128
chrX	13528121	chrX	42413314
chrX	13548072	chrX	13559375
chrX	13571135	chrX	42423665
chrX	13583969	chrX	13662674
chrX	13603676	chrX	40490549
chrX	13627614	chrX	72381038
chrX	13650950	chrX	13653679
chrX	13688646	chrX	13710132
chrX	13706046	chrX	13757564
chrX	13715385	chrX	13726321
chrX	13715439	chrX	13719673
chrX	13769934	chrX	40421007
chrX	13805500	chrX	72431442
chrX	13854243	chrX	72365605
chrX	13855630	chrX	13865033
chrX	13889201	chrX	14469529
chrX	13903413	chrX	13913181
chrX	13905160	chrX	17312862
chrX	13905160	chrX	17312862
chrX	13920360	chrX	14382186
chrX	13920360	chrX	14382186
chrX	13939541	chrX	14653479
chrX	13978353	chrX	72237576
chrX	14018661	chrX	14037806
chrX	14019793	chrX	14058601
chrX	14019793	chrX	14058601
chrX	14026778	chrX	14294875
chrX	14058949	chrX	14139065
chrX	14080339	chrX	14405814
chrX	14080339	chrX	14405814
chrX	14098434	chrX	14122917
chrX	14127277	chrX	16120894
chrX	14134026	chrX	72482474
chrX	14155805	chrX	14720798
chrX	14161790	chrX	36094524
chrX	14168570	chrX	72461063
chrX	14171725	chrX	72482793
chrX	14177620	chrX	14307704
chrX	14184140	chrX	14282668
chrX	14190090	chrX	14346684
chrX	14200260	chrX	72563329
chrX	14207022	chrX	14349830
chrX	14216844	chrX	71388538
chrX	14235750	chrX	72251868
chrX	14240432	chrX	72010216
chrX	14269520	chrX	14272884
chrX	14296799	chrX	14434113
chrX	14301002	chrX	14372129
chrX	14313205	chrX	16111364
chrX	14331110	chrX	14335972
chrX	14373790	chrX	15169064
chrX	14379274	chrX	14392653
chrX	14385390	chrX	14385970
chrX	14394061	chrX	14459211
chrX	14394061	chrX	14459211
chrX	14394373	chrX	14449996
chrX	14404801	chrX	14555142
chrX	14451015	chrX	14523103
chrX	14451015	chrX	14523103
chrX	14462238	chrX	14476090
chrX	14472168	chrX	14475404
chrX	14557271	chrX	15151127
chrX	14574328	chrX	16083368
chrX	14607083	chrX	15215306
chrX	14607083	chrX	15215306
chrX	14608121	chrX	15201524
chrX	14614336	chrX	16160023
chrX	14618007	chrX	50929567
chrX	14626948	chrX	72396512
chrX	14639491	chrX	16136745
chrX	14665528	chrX	72236237
chrX	14681765	chrX	72238401
chrX	14695131	chrX	14720155
chrX	14695131	chrX	14720155
chrX	14696190	chrX	71494988
chrX	14704608	chrX	15016437
chrX	14720366	chrX	14734885
chrX	14722487	chrX	36856960
chrX	14851230	chrX	15603882
chrX	14907765	chrX	17800462
chrX	14919556	chrX	35020585
chrX	14923327	chrX	14930548
chrX	14923327	chrX	14930548
chrX	14987251	chrX	49735360
chrX	15039055	chrX	16198883
chrX	15114218	chrX	15117384
chrX	15149500	chrX	15195887
chrX	15184553	chrX	16062049
chrX	15216202	chrX	16177689
chrX	15216202	chrX	16177689
chrX	15253163	chrX	15274728
chrX	15278768	chrX	15484515
chrX	15279183	chrX	15422432
chrX	15310005	chrX	15365418
chrX	15315047	chrX	15939602
chrX	15325206	chrX	16308771
chrX	15358640	chrX	16290053
chrX	15358640	chrX	16290053
chrX	15372158	chrX	15455132
chrX	15372158	chrX	15455132
chrX	15461789	chrX	15463805
chrX	15469235	chrX	16227273
chrX	15469700	chrX	15484766
chrX	15469908	chrX	15754838
chrX	15499527	chrX	15556060
chrX	15499527	chrX	15556060
chrX	15525342	chrX	15531340
chrX	15528129	chrX	72902455
chrX	15561582	chrX	72223500
chrX	15603979	chrX	15618528
chrX	15603979	chrX	15618528
chrX	15615993	chrX	16272352
chrX	15615993	chrX	16272352
chrX	15651502	chrX	16223196
chrX	15680593	chrX	16023236
chrX	15693758	chrX	16379770
chrX	15694300	chrX	15926259
chrX	15702575	chrX	17909309
chrX	15757665	chrX	15876383
chrX	15803010	chrX	15810594
chrX	15827272	chrX	17762790
chrX	15845411	chrX	17655398
chrX	15852535	chrX	17736227
chrX	15915251	chrX	15929656
chrX	16023646	chrX	16365022
chrX	16090215	chrX	16096123
chrX	16168562	chrX	16182315
chrX	16190248	chrX	16370909
chrX	16214247	chrX	16241926
chrX	16214247	chrX	16241926
chrX	16391070	chrX	16404374
chrX	16391070	chrX	16404374
chrX	16465337	chrX	16534043
chrX	16482878	chrX	18069901
chrX	16542613	chrX	17838448
chrX	16556561	chrX	17844369
chrX	16556709	chrX	16579908
chrX	16621416	chrX	16625650
chrX	16646785	chrX	16663503
chrX	16651465	chrX	16895191
chrX	16703230	chrX	16704391
chrX	16730351	chrX	16732805
chrX	16758720	chrX	16842676
chrX	16762127	chrX	16763655
chrX	16779661	chrX	16973187
chrX	16787099	chrX	16844776
chrX	16820857	chrX	18189495
chrX	16832584	chrX	16849783
chrX	16879765	chrX	18157466
chrX	16879765	chrX	18157466
chrX	16932084	chrX	16948487
chrX	16932084	chrX	16948487
chrX	16936301	chrX	17944046
chrX	16961515	chrX	17182410
chrX	16991314	chrX	17046130
chrX	16991314	chrX	17046130
chrX	17078886	chrX	17148943
chrX	17083758	chrX	17085983
chrX	17100857	chrX	17103361
chrX	17112741	chrX	17121400
chrX	17137141	chrX	17176223
chrX	17153560	chrX	17178445
chrX	17256515	chrX	18134303
chrX	17284766	chrX	17554070
chrX	17340602	chrX	17367385
chrX	17352375	chrX	17688160
chrX	17367131	chrX	17433934
chrX	17482289	chrX	17573794
chrX	17482289	chrX	17573794
chrX	17482959	chrX	17486838
chrX	17489705	chrX	17491838
chrX	17508850	chrX	18230981
chrX	17516616	chrX	18224574
chrX	17520919	chrX	17576109
chrX	17520919	chrX	17576109
chrX	17546057	chrX	17565772
chrX	17600363	chrX	18076930
chrX	17658787	chrX	17674714
chrX	17658787	chrX	17674714
chrX	17663502	chrX	17774484
chrX	17664203	chrX	17906395
chrX	17801629	chrX	17960197
chrX	17809601	chrX	17813392
chrX	17950992	chrX	18081060
chrX	17970242	chrX	18000875
chrX	17998160	chrX	18001596
chrX	18014478	chrX	18014582
chrX	18061392	chrX	18069669
chrX	18061393	chrX	18069669
chrX	18129702	chrX	18618860
chrX	18129702	chrX	18618860
chrX	18138897	chrX	18150485
chrX	18178596	chrX	18199971
chrX	18266787	chrX	18322210
chrX	18350141	chrX	18352505
chrX	18391499	chrX	18428003
chrX	18391499	chrX	18428003
chrX	18421461	chrX	18442052
chrX	18595873	chrX	18619897
chrX	18599650	chrX	20166118
chrX	18599650	chrX	20166118
chrX	18695500	chrX	19994782
chrX	18710997	chrX	18914816
chrX	18789335	chrX	19617098
chrX	18794580	chrX	19338628
chrX	18794580	chrX	19338628
chrX	18803520	chrX	19949802
chrX	18809912	chrX	18811072
chrX	18811688	chrX	18812750
chrX	18811688	chrX	18812750
chrX	18828726	chrX	18833767
chrX	18884110	chrX	18948063
chrX	18977595	chrX	18987341
chrX	19074078	chrX	19091447
chrX	19080957	chrX	19135441
chrX	19118950	chrX	19135370
chrX	19338233	chrX	73011902
chrX	19342726	chrX	19930609
chrX	19353921	chrX	19614192
chrX	19355412	chrX	19596981
chrX	19375928	chrX	20351220
chrX	19382368	chrX	21085051
chrX	19387368	chrX	21074596
chrX	19413210	chrX	19424501
chrX	19459388	chrX	19475317
chrX	19612271	chrX	19612551
chrX	19634888	chrX	20402875
chrX	19731757	chrX	19736261
chrX	19736441	chrX	19938979
chrX	19736441	chrX	19938979
chrX	19764113	chrX	19802383
chrX	19764579	chrX	20217022
chrX	19764650	chrX	19766753
chrX	19768151	chrX	19880175
chrX	19774801	chrX	19815326
chrX	19774801	chrX	19815326
chrX	19776050	chrX	20153488
chrX	19776450	chrX	73059189
chrX	19930678	chrX	20205428
chrX	19974717	chrX	20004643
chrX	19988420	chrX	20433759
chrX	20134861	chrX	20135276
chrX	20258821	chrX	37193660
chrX	20265799	chrX	21073851
chrX	20266478	chrX	20275768
chrX	20334522	chrX	20335632
chrX	20363053	chrX	36743223
chrX	20388744	chrX	21074532
chrX	20391899	chrX	20771761
chrX	20427730	chrX	20580434
chrX	20438194	chrX	20540733
chrX	20451577	chrX	20538361
chrX	20453518	chrX	20461923
chrX	20482383	chrX	20483942
chrX	20520700	chrX	20522459
chrX	20537572	chrX	20546641
chrX	20538134	chrX	20539592
chrX	20557431	chrX	20563122
chrX	20565765	chrX	20595958
chrX	20684130	chrX	20693649
chrX	20714967	chrX	36580564
chrX	20729691	chrX	20739870
chrX	20783066	chrX	38612704
chrX	20801482	chrX	36714809
chrX	20804093	chrX	20819441
chrX	20805878	chrX	38513812
chrX	20814012	chrX	36687528
chrX	20814012	chrX	36687528
chrX	20816762	chrX	20938784
chrX	20842589	chrX	21307465
chrX	20844263	chrX	37145588
chrX	20886669	chrX	20922954
chrX	20905963	chrX	38519768
chrX	20915364	chrX	21307158
chrX	20915987	chrX	20917281
chrX	20926795	chrX	20931095
chrX	20928825	chrX	21345640
chrX	20936433	chrX	21347890
chrX	20958494	chrX	20961159
chrX	20972598	chrX	20975106
chrX	20978493	chrX	21006792
chrX	20979110	chrX	20988371
chrX	21014574	chrX	21093181
chrX	21029356	chrX	21040787
chrX	21075028	chrX	21085529
chrX	21077873	chrX	21081314
chrX	21093674	chrX	21118743
chrX	21134937	chrX	21141501
chrX	21212852	chrX	21475337
chrX	21286420	chrX	21664506
chrX	21299520	chrX	21305420
chrX	21304500	chrX	21304764
chrX	21376877	chrX	21825411
chrX	21376877	chrX	21825411
chrX	21402470	chrX	21808611
chrX	21402871	chrX	21443778
chrX	21425010	chrX	21479143
chrX	21428291	chrX	22146591
chrX	21449648	chrX	21679692
chrX	21452855	chrX	21822543
chrX	21492169	chrX	21493737
chrX	21541987	chrX	21690246
chrX	21548836	chrX	21549175
chrX	21548836	chrX	21549175
chrX	21812560	chrX	22161891
chrX	21812564	chrX	22161891
chrX	21883267	chrX	21889895
chrX	21917013	chrX	21929298
chrX	22062950	chrX	22066018
chrX	22120735	chrX	23422152
chrX	22179685	chrX	38261929
chrX	22194702	chrX	22194959
chrX	22218818	chrX	68718182
chrX	22228960	chrX	22230292
chrX	22255951	chrX	22450968
chrX	22283883	chrX	22290359
chrX	22295297	chrX	70005634
chrX	22312669	chrX	23456580
chrX	22376761	chrX	23601336
chrX	22376761	chrX	23601336
chrX	22391911	chrX	68965772
chrX	22405753	chrX	22409234
chrX	22405753	chrX	22409234
chrX	22413914	chrX	23579069
chrX	22465753	chrX	70019552
chrX	22469627	chrX	68807109
chrX	22474221	chrX	70386868
chrX	22490100	chrX	52206466
chrX	22493520	chrX	22496671
chrX	22539596	chrX	23585962
chrX	22554779	chrX	23740154
chrX	22584345	chrX	67454120
chrX	22588608	chrX	68644013
chrX	22599703	chrX	68720153
chrX	22599726	chrX	68746443
chrX	22665638	chrX	69826687
chrX	22665709	chrX	22825938
chrX	22687644	chrX	23319878
chrX	22701432	chrX	68630611
chrX	22714981	chrX	22870877
chrX	22746896	chrX	23113028
chrX	22752839	chrX	67630397
chrX	22752839	chrX	67630397
chrX	22784575	chrX	23451480
chrX	22813199	chrX	22822236
chrX	22817730	chrX	69750330
chrX	22836613	chrX	22856512
chrX	22868125	chrX	66988270
chrX	22890188	chrX	66984743
chrX	22890188	chrX	66984743
chrX	22933387	chrX	22944965
chrX	22984211	chrX	23601487
chrX	23025240	chrX	23037322
chrX	23059205	chrX	69105801
chrX	23073975	chrX	69879175
chrX	23073975	chrX	69879175
chrX	23102232	chrX	69867483
chrX	23102232	chrX	69867483
chrX	23114621	chrX	69871047
chrX	23115279	chrX	69889423
chrX	23122326	chrX	69596388
chrX	23125576	chrX	69127684
chrX	23128392	chrX	69956786
chrX	23153900	chrX	23456231
chrX	23159929	chrX	66735268
chrX	23196205	chrX	23206029
chrX	23227477	chrX	23421460
chrX	23243112	chrX	52951477
chrX	23282029	chrX	23286842
chrX	23326911	chrX	23336508
chrX	23326911	chrX	23336508
chrX	23379023	chrX	69221975
chrX	23387260	chrX	23387775
chrX	23399667	chrX	52628974
chrX	23401776	chrX	23448035
chrX	23413506	chrX	70539558
chrX	23426462	chrX	23431470
chrX	23428981	chrX	69755491
chrX	23459451	chrX	69864323
chrX	23501306	chrX	69751629
chrX	23545448	chrX	23567367
chrX	23557827	chrX	68637485
chrX	23635502	chrX	23638223
chrX	23676954	chrX	23737550
chrX	23697520	chrX	68594915
chrX	23721112	chrX	67454692
chrX	23760125	chrX	23769520
chrX	23762712	chrX	23763559
chrX	23802850	chrX	23958383
chrX	23803629	chrX	23973060
chrX	23896132	chrX	25387566
chrX	23901663	chrX	64527834
chrX	24020781	chrX	25583761
chrX	24032705	chrX	24053943
chrX	24050629	chrX	24052570
chrX	24069587	chrX	65105675
chrX	24069587	chrX	65105675
chrX	24091505	chrX	24314928
chrX	24133740	chrX	24327776
chrX	24191607	chrX	24239954
chrX	24206399	chrX	24226788
chrX	24206399	chrX	24226788
chrX	24271349	chrX	24591485
chrX	24297187	chrX	65078209
chrX	24307608	chrX	25487000
chrX	24307608	chrX	25487000
chrX	24336250	chrX	70612429
chrX	24349637	chrX	25789329
chrX	24349637	chrX	25789329
chrX	24385239	chrX	44006116
chrX	24385239	chrX	44006116
chrX	24436990	chrX	25579255
chrX	24601792	chrX	25872328
chrX	24670427	chrX	24717119
chrX	24670688	chrX	25664372
chrX	24670688	chrX	25664372
chrX	24687878	chrX	25972065
chrX	24701512	chrX	44040414
chrX	25287215	chrX	25290811
chrX	25287215	chrX	25290811
chrX	25349358	chrX	25389467
chrX	25349358	chrX	25389467
chrX	25410413	chrX	25412024
chrX	25669508	chrX	26075057
chrX	25906792	chrX	45338131
chrX	25906792	chrX	45338131
chrX	26007923	chrX	26016095
chrX	26058644	chrX	49844680
chrX	26058644	chrX	49844680
chrX	26074900	chrX	47501036
chrX	26075979	chrX	47484754
chrX	26076583	chrX	26089342
chrX	26107867	chrX	49947571
chrX	26173974	chrX	26448381
chrX	26177112	chrX	50005836
chrX	26416352	chrX	26431156
chrX	26416352	chrX	26431156
chrX	27215420	chrX	27326189
chrX	27402666	chrX	27403730
chrX	27471111	chrX	27773301
chrX	27595620	chrX	27688005
chrX	27786701	chrX	27883203
chrX	28527397	chrX	28864805
chrX	28686463	chrX	28825074
chrX	28872344	chrX	29134435
chrX	29207808	chrX	29719311
chrX	29926306	chrX	29995077
chrX	30056694	chrX	30401821
chrX	30395653	chrX	30764823
chrX	30600527	chrX	30830618
chrX	30800817	chrX	30803737
chrX	30900193	chrX	30915272
chrX	31226346	chrX	31244480
chrX	31336537	chrX	31945533
chrX	31749595	chrX	31768090
chrX	31762486	chrX	31769625
chrX	31971431	chrX	32308192
chrX	32898363	chrX	33127216
chrX	33330201	chrX	33561746
chrX	33353363	chrX	33585807
chrX	33370832	chrX	33540287
chrX	33573669	chrX	34140507
chrX	33787560	chrX	34251349
chrX	34532932	chrX	34540926
chrX	35513927	chrX	50636342
chrX	35580576	chrX	35580762
chrX	35587471	chrX	35598179
chrX	35621753	chrX	35690981
chrX	35643228	chrX	46682689
chrX	35665342	chrX	72812551
chrX	35665342	chrX	72812551
chrX	35700998	chrX	35923136
chrX	35701069	chrX	46178791
chrX	35714534	chrX	35806934
chrX	35717781	chrX	72319462
chrX	35717852	chrX	72290413
chrX	35721629	chrX	36168828
chrX	35750188	chrX	35788310
chrX	35750188	chrX	35788310
chrX	35766725	chrX	72940997
chrX	35772111	chrX	35777588
chrX	35778600	chrX	72301712
chrX	35778600	chrX	72301712
chrX	35790123	chrX	35983487
chrX	35792036	chrX	36329582
chrX	35841849	chrX	35893073
chrX	35856092	chrX	45635986
chrX	35903739	chrX	47222452
chrX	35943688	chrX	35948076
chrX	35997210	chrX	36123421
chrX	36028341	chrX	72154990
chrX	36031661	chrX	36063416
chrX	36034171	chrX	36034411
chrX	36044341	chrX	36051560
chrX	36106890	chrX	72461271
chrX	36108573	chrX	36112221
chrX	36127523	chrX	40347442
chrX	36223725	chrX	36502922
chrX	36223725	chrX	36502922
chrX	36255791	chrX	40389517
chrX	36277193	chrX	40454489
chrX	36277193	chrX	40454489
chrX	36286087	chrX	40427828
chrX	36292307	chrX	36437468
chrX	36292927	chrX	36349470
chrX	36345596	chrX	36355975
chrX	36357284	chrX	36389845
chrX	36371213	chrX	71815893
chrX	36390738	chrX	36411042
chrX	36419058	chrX	46144974
chrX	36452535	chrX	36556268
chrX	36480992	chrX	43133504
chrX	36503482	chrX	43466646
chrX	36521316	chrX	36587684
chrX	36529511	chrX	36555489
chrX	36529792	chrX	36556063
chrX	36565605	chrX	36582429
chrX	36589742	chrX	36736799
chrX	36600574	chrX	38656231
chrX	36608678	chrX	36617062
chrX	36616081	chrX	36729340
chrX	36616991	chrX	38681690
chrX	36628529	chrX	36648304
chrX	36660899	chrX	36673843
chrX	36756223	chrX	52139965
chrX	36765804	chrX	36766908
chrX	36775961	chrX	71453600
chrX	36775961	chrX	71453600
chrX	36784387	chrX	37143505
chrX	36786509	chrX	71829828
chrX	36786810	chrX	71832421
chrX	36786881	chrX	71440071
chrX	36792361	chrX	52099444
chrX	36809370	chrX	36825419
chrX	36870908	chrX	36889121
chrX	36890405	chrX	71589066
chrX	36913961	chrX	36942939
chrX	36925380	chrX	36975736
chrX	37019767	chrX	37044505
chrX	37021112	chrX	37182474
chrX	37080076	chrX	37195304
chrX	37098639	chrX	37101339
chrX	37105170	chrX	37105852
chrX	37131266	chrX	37141624
chrX	37133404	chrX	37141238
chrX	37155636	chrX	51739639
chrX	37157747	chrX	37161192
chrX	37173328	chrX	51745903
chrX	37186638	chrX	37205368
chrX	37468911	chrX	42482790
chrX	37656902	chrX	38342548
chrX	37683715	chrX	38238482
chrX	37684273	chrX	37816648
chrX	37808973	chrX	37850244
chrX	37814255	chrX	51331891
chrX	37853303	chrX	37856468
chrX	37855107	chrX	37856350
chrX	37987234	chrX	38213084
chrX	38001350	chrX	38385130
chrX	38011204	chrX	38051338
chrX	38040797	chrX	42627058
chrX	38080787	chrX	38390094
chrX	38085777	chrX	42442798
chrX	38120139	chrX	38210642
chrX	38139038	chrX	38141585
chrX	38139038	chrX	38141585
chrX	38175789	chrX	38209778
chrX	38236966	chrX	38245390
chrX	38244962	chrX	38253282
chrX	38251618	chrX	38378601
chrX	38251618	chrX	38378601
chrX	38315979	chrX	38327193
chrX	38335953	chrX	38337427
chrX	38443952	chrX	38547839
chrX	38450499	chrX	38458471
chrX	38454834	chrX	38517044
